no,topik,subtopik,soal,jawaban,contoh,konteks,link_sumber,panjang_soal,panjang_jawaban,panjang_konteks,kata_soal,kata_jawaban,jenis_pertanyaan,kompleksitas
68,peristiwa alam,gempa bumi,bisa jelaskan tentang kekuatan gempa bumi?,kekuatan gempa menunjukkan seberapa kuat guncangan yang ditimbulkan oleh gempa.,"kamu pasti pernah lihat: gempa bumi dengan magnitudo 2-3 hanya terasa sedikit, 5-6 dapat merusak bangunan, lebih dari 7 sangat destruktif.",penting: skala richter didasarkan pada amplitudo gelombang seismik maksimal yang tercatat pada seismograf.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,42,79,106,6,10,lainnya,Mudah
69,peristiwa alam,gempa bumi,apa itu penyebab-penyebab gempa bumi?,"penyebab gempa bumi antara lain pergeseran lempeng, letusan gunung api, dan runtuhan tanah.",sebagian besar gempa bumi (sekitar 90%) disebabkan oleh pergeseran lempeng tektonik di zona subduksi dan patahan besar.,daerah perbatasan lempeng tektonik seperti cincin api pasifik paling sering mengalami gempa bumi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_012/,37,91,97,5,13,apa,Mudah
70,peristiwa alam,gempa bumi,bisa jelaskan tentang penyebab-penyebab gempa bumi?,"gempa bumi dapat disebabkan oleh pergerakan lempeng, aktivitas gunung api, atau longsor besar.",kamu pasti pernah lihat: sebagian besar gempa bumi (sekitar 90%) disebabkan oleh pergeseran lempeng tektonik di zona subduksi dan patahan besar.,penting: daerah perbatasan lempeng tektonik seperti cincin api pasifik paling sering mengalami gempa bumi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,51,94,106,6,13,lainnya,Mudah
71,peristiwa alam,gempa bumi,jelaskan apa itu gempa bumi.,gempa bumi adalah getaran pada permukaan bumi akibat pergeseran lempeng atau keluarnya energi dari dalam bumi.,gempa dapat merusak bangunan.,gempa bumi termasuk peristiwa alam yang berbahaya.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,28,110,50,5,16,jelaskan,Mudah
72,peristiwa alam,gempa bumi,bagaimana proses pembentukan dan penyebaran energi gempa bumi?,energi gempa terbentuk saat batuan di dalam bumi bergeser lalu energinya merambat ke permukaan.,"pusat gempa (hiposentrum) adalah tempat energi dilepaskan, sedangkan episentrum adalah titik di permukaan bumi tepat di atas hiposentrum.",gelombang seismik merambat melalui bumi dan menyebabkan getaran yang kita rasakan di permukaan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_012/,62,95,95,8,14,bagaimana,Sedang
73,peristiwa alam,gempa bumi,jelaskan energi gempa bumi!,energi gempa bumi berasal dari pergeseran batuan di dalam bumi yang dilepaskan secara tiba-tiba.,"misalnya, pusat gempa (hiposentrum) adalah tempat energi dilepaskan, sedangkan episentrum adalah titik di permukaan bumi tepat di atas hiposentrum.","ingat ya, gelombang seismik merambat melalui bumi dan menyebabkan getaran yang kita rasakan di permukaan.",https://www.omahbse.com/ktsp/file/sd-5_ipa_007/view/,27,96,105,4,14,jelaskan,Mudah
74,peristiwa alam,gempa bumi,apa itu energi gempa bumi?,energi gempa bumi adalah energi dari dalam bumi yang keluar saat terjadi pergeseran batuan.,"kamu pasti pernah lihat: pusat gempa (hiposentrum) adalah tempat energi dilepaskan, sedangkan episentrum adalah titik di permukaan bumi tepat di atas hiposentrum.",penting: gelombang seismik merambat melalui bumi dan menyebabkan getaran yang kita rasakan di permukaan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,26,91,104,5,14,apa,Mudah
75,peristiwa alam,gempa bumi,bisa jelaskan tentang energi gempa bumi?,energi gempa adalah tenaga yang muncul dari dalam bumi dan menyebabkan getaran di permukaan.,"pusat gempa (hiposentrum) adalah tempat energi dilepaskan, sedangkan episentrum adalah titik di permukaan bumi tepat di atas hiposentrum.",gelombang seismik merambat melalui bumi dan menyebabkan getaran yang kita rasakan di permukaan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,40,92,95,6,14,lainnya,Mudah
76,sumber daya alam dan kegunaannya,pembangunan jalan,apa yang dimaksud dengan air?,"air adalah zat cair yang sangat penting bagi kehidupan manusia, hewan, dan tumbuhan.","air dipakai untuk minum, mandi, dan mengairi sawah.",air harus dijaga kebersihannya.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/,29,84,31,5,13,apa,Mudah
77,sumber daya alam dan kegunaannya,pembangunan jalan,apa akibat jika air tidak dijaga?,"jika air tidak dijaga, air bisa menjadi kotor, berkurang, dan menimbulkan penyakit.","air dipakai untuk minum, mandi, dan mengairi sawah.",air yang bersih sangat dibutuhkan oleh makhluk hidup.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/,33,83,53,6,12,apa,Mudah
78,sumber daya alam dan kegunaannya,pembangunan jalan,kenapa angin itu penting?,"angin penting karena membantu penyerbukan, mengeringkan benda, dan dapat dimanfaatkan untuk energi.",kincir angin memanfaatkan gerak angin.,angin termasuk energi yang dapat diperbarui.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,25,99,44,4,12,lainnya,Mudah
79,sumber daya alam dan kegunaannya,pembangunan jalan,berikan contoh pemanfaatan batu bara!,batu bara dimanfaatkan sebagai bahan bakar pembangkit listrik dan industri.,batu bara dipakai pada pembangkit listrik.,batu bara perlu dihemat karena tidak dapat diperbarui cepat.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/,37,75,60,5,10,lainnya,Mudah
80,sumber daya alam dan kegunaannya,pembangunan jalan,berikan contoh pemanfaatan besi!,"besi digunakan untuk membuat bangunan, kendaraan, dan berbagai alat rumah tangga.",besi dipakai untuk bangunan dan alat rumah tangga.,penggunaan besi harus hemat dan efisien.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,32,81,40,4,11,lainnya,Mudah
81,sumber daya alam dan kegunaannya,pembangunan jalan,kenapa emas itu penting?,"emas penting karena bernilai tinggi, tahan lama, dan sering dipakai untuk perhiasan serta elektronik.",emas dipakai untuk perhiasan.,emas tidak boleh ditambang secara sembarangan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,24,101,46,4,14,lainnya,Mudah
82,sumber daya alam dan kegunaannya,pembangunan jalan,berikan contoh pemanfaatan panas bumi!,panas bumi dapat dimanfaatkan untuk menghasilkan listrik ramah lingkungan.,energi panas bumi dimanfaatkan di pembangkit listrik.,panas bumi termasuk energi alternatif.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,38,74,38,5,9,lainnya,Mudah
83,sumber daya alam dan kegunaannya,pembangunan jalan,bagaimana cara memanfaatkan gas alam dengan bijak?,"gas alam sebaiknya digunakan seperlunya, tidak boros, dan dipakai dengan alat yang aman.",gas alam digunakan untuk memasak dan industri.,gas alam harus digunakan secara bijak.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/,50,88,38,7,13,bagaimana,Sedang
84,sumber daya alam dan kegunaannya,pembangunan jalan,apa yang dimaksud dengan hewan?,hewan adalah makhluk hidup yang bisa bergerak sendiri dan membutuhkan makanan dari makhluk lain.,"ayam, sapi, dan ikan banyak dimanfaatkan manusia.",hewan perlu dipelihara dengan baik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,31,96,35,5,14,apa,Mudah
85,sumber daya alam dan kegunaannya,pembangunan jalan,kenapa hutan itu penting?,"hutan penting karena menghasilkan oksigen, menyimpan air, dan menjadi rumah bagi banyak hewan.","kayu, buah, dan udara segar berasal dari hutan.",hutan harus dijaga dan tidak ditebang sembarangan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/,25,94,50,4,13,lainnya,Mudah
86,sumber daya alam dan kegunaannya,pembangunan jalan,bagaimana cara memanfaatkan ikan dengan bijak?,ikan dimanfaatkan secukupnya dan ditangkap tanpa merusak tempat hidupnya.,ikan dimasak menjadi lauk sehari-hari.,penangkapan ikan harus dilakukan secukupnya.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,46,73,44,6,9,bagaimana,Mudah
87,sumber daya alam dan kegunaannya,pembangunan jalan,berikan contoh pemanfaatan jagung!,"jagung dapat dimakan langsung, diolah menjadi makanan, atau dijadikan pakan ternak.","jagung bisa direbus, dibakar, atau dibuat tepung.",jagung dapat menjadi variasi makanan pokok.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,34,83,43,4,11,lainnya,Mudah
88,sumber daya alam dan kegunaannya,pembangunan jalan,bagaimana cara memanfaatkan kayu dengan bijak?,"kayu digunakan seperlunya, lalu kita juga perlu menanam pohon baru agar tetap lestari.","kayu dipakai untuk meja, kursi, dan rumah.",penebangan kayu harus disertai penanaman kembali.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/,46,86,49,6,13,bagaimana,Mudah
89,sumber daya alam dan kegunaannya,pembangunan jalan,apa yang dimaksud dengan kelapa?,"kelapa adalah tumbuhan yang buahnya berguna banyak, mulai dari air, daging, hingga sabutnya.",air kelapa dan daging kelapa sering digunakan.,pohon kelapa perlu ditanam kembali setelah dimanfaatkan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,32,92,56,5,13,apa,Mudah
90,sumber daya alam dan kegunaannya,pembangunan jalan,berikan contoh pemanfaatan sumber daya tak terbarukan!,"batu bara, minyak bumi, dan gas alam adalah contoh sumber daya tak terbarukan.",minyak bumi dan batu bara termasuk sumber daya tak terbarukan.,sumber daya ini perlu dihemat karena terbentuk sangat lama.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,54,78,59,7,13,lainnya,Sedang
91,sumber daya alam dan kegunaannya,pembangunan jalan,berikan contoh pemanfaatan tumbuhan!,"tumbuhan dimanfaatkan untuk makanan, obat, bahan bangunan, dan peneduh.","padi, kelapa, dan singkong adalah contoh tumbuhan berguna.",tumbuhan harus ditanam kembali setelah dipanen.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/,36,71,47,4,9,lainnya,Mudah
92,sumber daya alam dan kegunaannya,pembangunan jalan,apa yang dimaksud dengan perak?,perak adalah logam berwarna putih mengkilap yang sering dipakai untuk perhiasan dan alat elektronik.,perak dipakai untuk perhiasan dan beberapa alat.,perak perlu ditambang dengan hati-hati.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,31,100,39,5,14,apa,Mudah
93,sumber daya alam dan kegunaannya,pembangunan jalan,kenapa karet itu penting?,"karet penting karena digunakan untuk membuat ban, sepatu, dan banyak barang sehari-hari.",karet dipakai untuk ban dan penghapus.,pohon karet harus dirawat agar menghasilkan getah.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/,25,88,50,4,12,lainnya,Mudah
94,sumber daya alam dan kegunaannya,pembangunan jalan,kenapa padi itu penting?,padi penting karena menghasilkan beras yang menjadi makanan pokok banyak orang.,beras diolah menjadi nasi untuk makanan pokok.,sawah padi perlu mendapat air yang cukup.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,24,79,41,4,11,lainnya,Mudah
95,sumber daya alam dan kegunaannya,pembangunan jalan,bagaimana cara memanfaatkan sinar matahari dengan bijak?,"sinar matahari dapat dimanfaatkan untuk menjemur, menerangi rumah, dan menghasilkan listrik tenaga surya.",panels surya memanfaatkan sinar matahari.,energi matahari dapat dimanfaatkan tanpa habis.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,56,105,47,7,13,bagaimana,Sedang
96,sumber daya alam dan kegunaannya,pembangunan jalan,bagaimana cara memanfaatkan sumber daya alam dengan bijak?,"gunakan sumber daya alam secukupnya, hemat, dan jaga agar tidak cepat habis.","air, tanah, tumbuhan, dan hewan merupakan contoh sumber daya alam.",sumber daya alam perlu dikelola dengan bijak.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,58,76,45,8,12,bagaimana,Sedang
97,sumber daya alam dan kegunaannya,pembangunan jalan,kenapa sumber daya terbarukan itu penting?,karena sumber daya terbarukan bisa diperbarui dan digunakan kembali jika dijaga dengan baik.,"air, tumbuhan, dan hewan termasuk contoh sumber daya terbarukan.",sumber daya ini tetap harus dijaga agar tidak habis.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,42,92,52,6,13,lainnya,Mudah
98,sumber daya alam dan kegunaannya,pembangunan jalan,bagaimana cara memanfaatkan tanah dengan bijak?,tanah digunakan untuk bercocok tanam dan dijaga agar tidak tercemar atau rusak.,petani menanam padi dan sayur di tanah.,tanah perlu dijaga agar tidak erosi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/,47,79,36,6,12,bagaimana,Mudah
99,alat pencernaan dan makanan,jenis-jenis makanan,jelaskan bagi tubuh manusia!,"air sangat penting bagi tubuh manusia untuk membantu minum, pencernaan, dan menjaga suhu tubuh.","misalnya, manusia harus minum minimal 8 gelas air per hari untuk menjaga kesehatan.","ingat ya, dehidrasi dapat menyebabkan berbagai masalah kesehatan mulai dari sakit kepala hingga gagal ginjal.",https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,28,95,109,4,14,jelaskan,Mudah
100,alat pencernaan dan makanan,jenis-jenis makanan,apa fungsi air bagi tubuh manusia?,"air membantu tubuh manusia tetap sehat, menjaga cairan tubuh, dan melancarkan kerja organ.",manusia harus minum minimal 8 gelas air per hari untuk menjaga kesehatan.,dehidrasi dapat menyebabkan berbagai masalah kesehatan mulai dari sakit kepala hingga gagal ginjal.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,34,90,99,6,13,apa,Mudah
101,alat pencernaan dan makanan,jenis-jenis makanan,apa itu bagi tubuh manusia?,"air sangat dibutuhkan tubuh manusia untuk minum, mengatur suhu, dan membantu proses di dalam tubuh.",manusia harus minum minimal 8 gelas air per hari untuk menjaga kesehatan.,dehidrasi dapat menyebabkan berbagai masalah kesehatan mulai dari sakit kepala hingga gagal ginjal.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,27,99,99,5,15,apa,Mudah
102,alat pencernaan dan makanan,jenis-jenis makanan,apa fungsi bagi tubuh manusia?,air berguna untuk menjaga tubuh tetap sehat dan membantu berbagai proses kehidupan.,kamu pasti pernah lihat: manusia harus minum minimal 8 gelas air per hari untuk menjaga kesehatan.,penting: dehidrasi dapat menyebabkan berbagai masalah kesehatan mulai dari sakit kepala hingga gagal ginjal.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,30,83,108,5,12,apa,Mudah
103,alat pencernaan dan makanan,jenis-jenis makanan,apa fungsi karbohidrat dalam tubuh?,karbohidrat berfungsi sebagai sumber energi utama agar tubuh dapat beraktivitas.,"nasi, roti, tepung, gula adalah makanan yang kaya karbohidrat.",karbohidrat yang berlebihan dapat disimpan sebagai lemak dalam tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,35,80,69,5,10,apa,Mudah
104,alat pencernaan dan makanan,jenis-jenis makanan,apa itu jenis-jenis makanan?,"jenis-jenis makanan adalah kelompok makanan berdasarkan zat gizinya, seperti karbohidrat, protein, lemak, vitamin, mineral, dan air.",nasi dan roti adalah sumber karbohidrat.,setiap zat gizi memiliki peran penting bagi kesehatan tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_012/,28,132,60,4,16,apa,Mudah
105,alat pencernaan dan makanan,jenis-jenis makanan,apa fungsi jenis-jenis makanan?,"makanan berfungsi memberi energi, membantu pertumbuhan, dan menjaga kesehatan tubuh.",kamu pasti pernah lihat: nasi dan roti adalah sumber karbohidrat.,penting: setiap zat gizi memiliki peran penting bagi kesehatan tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_012/,31,84,69,4,10,apa,Mudah
106,alat pencernaan dan makanan,jenis-jenis makanan,jelaskan jenis-jenis makanan!,makanan dibagi menjadi beberapa jenis berdasarkan zat gizi yang terkandung di dalamnya.,"misalnya, nasi dan roti adalah sumber karbohidrat.","ingat ya, setiap zat gizi memiliki peran penting bagi kesehatan tubuh.",https://www.omahbse.com/ktsp/file/sd-5_ipa_005/,29,87,70,3,12,jelaskan,Mudah
107,alat pencernaan dan makanan,jenis-jenis makanan,apa kegunaan jenis-jenis makanan?,"jenis-jenis makanan berguna untuk energi, pertumbuhan, perbaikan tubuh, dan menjaga kesehatan.",nasi dan roti adalah sumber karbohidrat.,memahami peran kelompok zat gizi membantu kita mengerti jenis-jenis makanan,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/,33,94,75,4,11,apa,Mudah
108,alat pencernaan dan makanan,jenis-jenis makanan,bagaimana penjelasan jenis-jenis makanan?,jenis-jenis makanan adalah makanan yang dibedakan menurut kandungan zat gizinya.,"misalnya, nasi dan roti adalah sumber karbohidrat.","ingat ya, memahami peran kelompok zat gizi membantu kita mengerti jenis-jenis makanan.",https://www.omahbse.com/ktsp/file/sd-5_ipa_007/view/,41,80,86,4,10,bagaimana,Mudah
109,alat pencernaan dan makanan,jenis-jenis makanan,untuk apa jenis-jenis makanan?,"makanan dibutuhkan tubuh untuk tenaga, pertumbuhan, dan menjaga kesehatan.",kamu pasti pernah lihat: nasi dan roti adalah sumber karbohidrat.,penting: memahami peran kelompok zat gizi membantu kita mengerti jenis-jenis makanan,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,30,74,84,4,9,lainnya,Mudah
110,alat pencernaan dan makanan,jenis-jenis makanan,jelaskan lemak dalam tubuh!,lemak adalah zat gizi yang menjadi cadangan energi dan membantu melindungi organ tubuh.,"misalnya, minyak, mentega, daging berlemak adalah sumber lemak yang perlu dikonsumsi dalam jumlah terbatas.","ingat ya, lemak berlebihan dapat menyebabkan obesitas dan penyakit jantung.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,27,87,75,4,13,jelaskan,Mudah
111,alat pencernaan dan makanan,jenis-jenis makanan,apa itu lemak dalam tubuh?,lemak adalah cadangan energi yang disimpan tubuh dan dipakai saat dibutuhkan.,"kamu pasti pernah lihat: minyak, mentega, daging berlemak adalah sumber lemak yang perlu dikonsumsi dalam jumlah terbatas.",penting: lemak berlebihan dapat menyebabkan obesitas dan penyakit jantung.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,26,77,74,5,11,apa,Mudah
112,alat pencernaan dan makanan,jenis-jenis makanan,apa fungsi lemak dalam tubuh?,"lemak membantu menyimpan energi, menjaga suhu tubuh, dan melindungi organ.","minyak, mentega, daging berlemak adalah sumber lemak yang perlu dikonsumsi dalam jumlah terbatas.",lemak berlebihan dapat menyebabkan obesitas dan penyakit jantung.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/,29,74,65,5,10,apa,Mudah
113,alat pencernaan dan makanan,jenis-jenis makanan,apa kegunaan lemak dalam tubuh?,lemak berguna sebagai simpanan energi dan pelindung organ di dalam tubuh.,"minyak, mentega, daging berlemak adalah sumber lemak yang perlu dikonsumsi dalam jumlah terbatas.",lemak berlebihan dapat menyebabkan obesitas dan penyakit jantung.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/,31,73,65,5,11,apa,Mudah
114,alat pencernaan dan makanan,jenis-jenis makanan,apa tugas jenis-jenis makanan?,"makanan berperan memberi energi, membangun tubuh, dan menjaga tubuh tetap sehat.",kamu pasti pernah lihat: nasi dan roti adalah sumber karbohidrat.,penting: setiap zat gizi memiliki peran penting bagi kesehatan tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,30,80,69,4,11,apa,Mudah
115,alat pencernaan dan makanan,jenis-jenis makanan,apa manfaat jenis-jenis makanan?,"makanan bermanfaat untuk tenaga, pertumbuhan, dan menjaga daya tahan tubuh.",kamu pasti pernah lihat: nasi dan roti adalah sumber karbohidrat.,penting: setiap zat gizi memiliki peran penting bagi kesehatan tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,32,75,69,4,10,apa,Mudah
116,alat pencernaan dan makanan,jenis-jenis makanan,bisa jelaskan tentang jenis-jenis makanan?,makanan dibedakan berdasarkan zat gizinya agar kita tahu manfaat masing-masing bagi tubuh.,nasi dan roti adalah sumber karbohidrat.,setiap zat gizi memiliki peran penting bagi kesehatan tubuh.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/,42,90,60,5,12,lainnya,Mudah
