no,topik,subtopik,soal,jawaban,contoh,konteks,link_sumber
69,bumi dan peristiwa alam,siklus air,apa yang dimaksud air di bumi tidak habis-habis?,"air di bumi tidak habis karena selalu mengalami siklus air seperti penguapan, pengembunan, dan hujan.","air laut menguap saat panas, lalu menjadi awan, turun sebagai hujan, dan akhirnya mengalir kembali ke sungai dan laut. siklus ini menjaga ketersediaan air di bumi agar tidak habis meskipun digunakan terus-menerus.","air di bumi terus berputar melalui penguapan, pengembunan, dan hujan. siklus ini menjaga ketersediaan air di bumi agar tetap dapat digunakan makhluk hidup.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
70,bumi dan peristiwa alam,siklus air,kenapa apa penyebab air di bumi tidak habis-habis?,"air di bumi tidak habis karena selalu mengalami siklus air seperti penguapan, pengembunan, dan hujan.","air laut menguap saat panas, lalu menjadi awan, turun sebagai hujan, dan akhirnya mengalir kembali ke sungai dan laut. siklus ini menjaga ketersediaan air di bumi agar tidak habis meskipun digunakan terus-menerus.","air di bumi terus berputar melalui penguapan, pengembunan, dan hujan. siklus ini menjaga ketersediaan air di bumi agar tetap dapat digunakan makhluk hidup.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
71,air,air bagi tumbuhan,kenapa air itu penting?,air digunakan dalam fotosintesis serta pertumbuhan.,akar menyerap air dari tanah.,tumbuhan tidak dapat hidup tanpa air.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
72,air,air bagi tumbuhan,apa alasan air penting bagi tumbuhan?,air digunakan dalam fotosintesis serta pertumbuhan.,akar menyerap air dari tanah.,tumbuhan tidak dapat hidup tanpa air.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
73,air,air bagi tumbuhan,kenapa air penting bagi tumbuhan?,air digunakan dalam fotosintesis serta pertumbuhan.,akar menyerap air dari tanah.,tumbuhan tidak dapat hidup tanpa air.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
74,air,air bagi tumbuhan,apa alasan air penting bagi tumbuhan.,air digunakan dalam fotosintesis serta pertumbuhan.,akar menyerap air dari tanah.,tumbuhan tidak dapat hidup tanpa air.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
75,air,air bagi tumbuhan,apa sebab air penting bagi tumbuhan.,air digunakan dalam fotosintesis serta pertumbuhan.,akar menyerap air dari tanah.,tumbuhan tidak dapat hidup tanpa air.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
76,air,air bagi tumbuhan,apa penyebab air penting bagi tumbuhan.,air digunakan dalam fotosintesis serta pertumbuhan.,akar menyerap air dari tanah.,tumbuhan tidak dapat hidup tanpa air.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
77,air,manfaat air dalam kehidupan sehari-hari,apa yang dimaksud dengan memasak?,air tanah adalah air yang tersimpan di bawah permukaan tanah.,air dipakai untuk merebus sayuran.,air menjadi bagian penting di dapur.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
78,air,kegunaan air,sebutkan dua kegunaan air bagi manusia!,air digunakan untuk minum serta membersihkan diri.,air dipakai saat mandi dan mencuci.,air merupakan kebutuhan pokok.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
79,air,kegunaan air,apa dua kegunaan air bagi manusia?,air digunakan untuk minum serta membersihkan diri.,air dipakai saat mandi dan mencuci.,air merupakan kebutuhan pokok.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
80,air,kegunaan air,tuliskan dua kegunaan air bagi manusia!,air digunakan untuk minum serta membersihkan diri.,air dipakai saat mandi dan mencuci.,air merupakan kebutuhan pokok.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
81,air,kegunaan air,apa saja dua kegunaan air bagi manusia.,air digunakan untuk minum serta membersihkan diri.,air dipakai saat mandi dan mencuci.,air merupakan kebutuhan pokok.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
82,air,kegunaan air,dapatkah kamu menyebutkan dua kegunaan air bagi manusia.,air digunakan untuk minum serta membersihkan diri.,air dipakai saat mandi dan mencuci.,air merupakan kebutuhan pokok.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
83,air,kegunaan air,tuliskan dua kegunaan air bagi manusia.,air digunakan untuk minum serta membersihkan diri.,air dipakai saat mandi dan mencuci.,air merupakan kebutuhan pokok.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
84,air,daur air,berikan contoh yang berkaitan dengan memasak!,awan putih di langit menandakan banyak uap air di udara.,air dipakai untuk merebus sayuran.,air menjadi bagian penting di dapur.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
85,sumber daya alam dan kegunaannya,membuka lahan pertanian,berikan contoh pemanfaatan air!,"jika hemat energi tidak dijaga, energi akan cepat habis dan pemborosan meningkat.","air dipakai untuk minum, mandi, dan mengairi sawah.",air harus dijaga kebersihannya.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/
86,air,menghemat air,bagaimana cara menghemat air?,air harus digunakan seperlunya serta tidak boros.,air mandi tidak dibiarkan mengalir terus.,menghemat air menjaga ketersediaan air bersih.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
87,air,menghemat air,apa cara menghemat air?,air harus digunakan seperlunya serta tidak boros.,air mandi tidak dibiarkan mengalir terus.,menghemat air menjaga ketersediaan air bersih.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
88,air,menghemat air,sebutkan cara menghemat air!,air harus digunakan seperlunya serta tidak boros.,air mandi tidak dibiarkan mengalir terus.,menghemat air menjaga ketersediaan air bersih.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
89,air,menghemat air,dengan cara apa cara menghemat air.,air harus digunakan seperlunya serta tidak boros.,air mandi tidak dibiarkan mengalir terus.,menghemat air menjaga ketersediaan air bersih.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
90,air,menghemat air,apa proses cara menghemat air.,air harus digunakan seperlunya serta tidak boros.,air mandi tidak dibiarkan mengalir terus.,menghemat air menjaga ketersediaan air bersih.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
91,air,menghemat air,ceritakan proses cara menghemat air.,air harus digunakan seperlunya serta tidak boros.,air mandi tidak dibiarkan mengalir terus.,menghemat air menjaga ketersediaan air bersih.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
92,sumber daya alam dan kegunaannya,pembangunan industri,apa saja air itu penting?,"air, tanah, tumbuhan, dan hewan merupakan contoh sumber daya alam.","air dipakai untuk minum, mandi, dan mengairi sawah.",air harus dijaga kebersihannya.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/
93,air,manfaat air dalam kehidupan sehari-hari,apa yang dimaksud dengan air hujan?,air tanah adalah air yang tersimpan di bawah permukaan tanah.,tetesan hujan membasahi kebun.,air hujan termasuk bagian dari daur air.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/
94,air,daur air,berikan contoh yang berkaitan dengan penyerapan air!,awan putih di langit menandakan banyak uap air di udara.,air hujan meresap ke tanah setelah turun hujan.,penyerapan air membantu mengisi air tanah.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/
95,air,daur air,berikan contoh yang berkaitan dengan kualitas air!,awan putih di langit menandakan banyak uap air di udara.,air jernih biasanya lebih mudah dipakai sehari-hari.,kualitas air memengaruhi kesehatan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
96,sumber daya alam dan kegunaannya,membuka lahan pertanian,berikan contoh pemanfaatan kelapa!,"jika hemat energi tidak dijaga, energi akan cepat habis dan pemborosan meningkat.",air kelapa dan daging kelapa sering digunakan.,pohon kelapa perlu ditanam kembali setelah dimanfaatkan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
97,air,manfaat air dalam kehidupan sehari-hari,apa yang dimaksud dengan air kotor?,air tanah adalah air yang tersimpan di bawah permukaan tanah.,air selokan yang keruh adalah contoh air kotor.,air kotor tidak baik dipakai minum.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
98,alat tubuh manusia dan hewan,alat pencernaan,cairan yang membantu melunakkan makanan di mulut disebut.,air liur adalah cairan yang membantu melunakkan makanan di mulut.,air liur mengandung enzim amilase,air liur adalah cairan pencernaan pertama,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/view/
99,alat tubuh manusia dan hewan,alat pencernaan,cairan yang dihasilkan kelenjar saliva dalam mulut adalah.,air liur adalah cairan yang dihasilkan kelenjar saliva dalam mulut.,setiap hari kita menghasilkan hingga 1 liter air liur,air liur adalah komponen penting dalam pencernaan,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/view/
100,sumber daya alam dan kegunaannya,pembangunan perkotaan,bagaimana cara memanfaatkan air dengan bijak?,batu bara adalah bahan bakar fosil dari sisa tumbuhan purba.,"air dipakai untuk minum, mandi, dan mengairi sawah.",air harus dijaga kebersihannya.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/
101,air,manfaat air dalam kehidupan sehari-hari,apa yang dimaksud dengan air bagi tumbuhan?,air tanah adalah air yang tersimpan di bawah permukaan tanah.,tanaman layu jika tidak disiram.,air sangat penting bagi kehidupan tumbuhan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
102,air,siklus air,apa yang terjadi pada air saat terkena panas matahari?,"air di bumi tidak habis karena terus mengalami siklus air. air menguap karena panas matahari, membentuk awan, lalu turun kembali sebagai hujan dan mengisi permukaan bumi lagi.",genangan air berkurang saat siang hari.,penguapan adalah bagian dari daur air.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
103,air,siklus air,bagaimana keadaan air saat terkena panas matahari?,"air di bumi tidak habis karena terus mengalami siklus air. air menguap karena panas matahari, membentuk awan, lalu turun kembali sebagai hujan dan mengisi permukaan bumi lagi.",genangan air berkurang saat siang hari.,penguapan adalah bagian dari daur air.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
104,air,siklus air,apa akibat air saat terkena panas matahari?,"air di bumi tidak habis karena terus mengalami siklus air. air menguap karena panas matahari, membentuk awan, lalu turun kembali sebagai hujan dan mengisi permukaan bumi lagi.",genangan air berkurang saat siang hari.,penguapan adalah bagian dari daur air.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
105,air,penguapan,apa yang terjadi pada terjadi pada air saat terkena panas matahari?,air menguap menjadi uap air.,genangan air berkurang saat siang hari.,penguapan adalah bagian dari daur air.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
106,air,penguapan,kenapa yang terjadi pada air saat terkena panas matahari?,air menguap menjadi uap air.,genangan air berkurang saat siang hari.,penguapan adalah bagian dari daur air.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
107,air,penguapan,kenapa yang terjadi pada air saat terkena panas matahari itu penting?,air menguap menjadi uap air.,genangan air berkurang saat siang hari.,penguapan adalah bagian dari daur air.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
108,air,daur air,berikan contoh yang berkaitan dengan air kotor!,air dipakai untuk merebus sayuran.,air selokan yang keruh adalah contoh air kotor.,air kotor tidak baik dipakai minum.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
109,air,manfaat air dalam kehidupan sehari-hari,apa yang dimaksud dengan air tanah?,air tanah adalah air yang tersimpan di bawah permukaan tanah.,sumur mengambil air dari air tanah.,air tanah menjadi cadangan air bagi manusia.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/
110,benda dan sifatnya,perubahan benda,apa yang terjadi pada air jika direbus terus-menerus sampai habis?,"air yang dipanaskan terus-menerus akan berubah menjadi uap air melalui proses penguapan. karena uap air lepas ke udara, lama-kelamaan air di dalam panci akan berkurang bahkan habis.",baju basah yang dijemur di bawah matahari lama-lama jadi kering karena airnya 'terbang' ke udara sebagai uap,"benda bisa berubah wujud karena dipanaskan atau didinginkan, seperti es yang mencair atau air yang membeku",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
111,benda dan sifatnya,perubahan benda,bagaimana yang terjadi pada air jika direbus terus-menerus sampai habis?,"air yang dipanaskan terus-menerus akan berubah menjadi uap air melalui proses penguapan. karena uap air lepas ke udara, lama-kelamaan air di dalam panci akan berkurang bahkan habis.","contoh lainnya, baju basah yang dijemur di bawah matahari lama-lama jadi kering karena airnya 'terbang' ke udara sebagai uap","dalam kehidupan sehari-hari, benda bisa berubah wujud karena dipanaskan atau didinginkan, seperti es yang mencair atau air yang membeku",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
112,benda dan sifatnya,perubahan benda,kenapa apa yang terjadi pada air jika direbus terus-menerus sampai habis?,"air yang dipanaskan terus-menerus akan berubah menjadi uap air melalui proses penguapan. karena uap air lepas ke udara, lama-kelamaan air di dalam panci akan berkurang bahkan habis.","dalam situasi berbeda, baju basah yang dijemur di bawah matahari lama-lama jadi kering karena airnya 'terbang' ke udara sebagai uap","untuk lebih memahami, benda bisa berubah wujud karena dipanaskan atau didinginkan, seperti es yang mencair atau air yang membeku",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
113,air,daur air,berikan contoh yang berkaitan dengan air bersih!,air dipakai untuk merebus sayuran.,air untuk minum harus bersih dan jernih.,air bersih penting untuk kesehatan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
114,benda dan sifatnya,perubahan benda,kenapa air yang dipanaskan terus-menerus bisa habis?,"air yang dipanaskan terus-menerus akan berubah menjadi uap air melalui proses penguapan. karena uap air lepas ke udara, lama-kelamaan air di dalam panci akan berkurang bahkan habis.","saat merebus air terlalu lama, jumlah air di panci semakin sedikit sampai akhirnya tinggal uap saja. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
115,benda dan sifatnya,perubahan benda,apa alasan air yang dipanaskan terus-menerus bisa habis?,"air yang dipanaskan terus-menerus akan berubah menjadi uap air melalui proses penguapan. karena uap air lepas ke udara, lama-kelamaan air di dalam panci akan berkurang bahkan habis.","saat merebus air terlalu lama, jumlah air di panci semakin sedikit sampai akhirnya tinggal uap saja. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
116,benda dan sifatnya,perubahan benda,mengapa air yang dipanaskan terus-menerus bisa habis?,"air yang dipanaskan terus-menerus akan berubah menjadi uap air melalui proses penguapan. karena uap air lepas ke udara, lama-kelamaan air di dalam panci akan berkurang bahkan habis.","saat merebus air terlalu lama, jumlah air di panci semakin sedikit sampai akhirnya tinggal uap saja. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
117,benda dan sifatnya,perubahan benda,apa alasan air yang dipanaskan terus-menerus bisa habis.,"air yang dipanaskan terus-menerus akan berubah menjadi uap air melalui proses penguapan. karena uap air lepas ke udara, lama-kelamaan air di dalam panci akan berkurang bahkan habis.","saat merebus air terlalu lama, jumlah air di panci semakin sedikit sampai akhirnya tinggal uap saja. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
118,benda dan sifatnya,perubahan benda,apa sebab air yang dipanaskan terus-menerus bisa habis.,"air yang dipanaskan terus-menerus akan berubah menjadi uap air melalui proses penguapan. karena uap air lepas ke udara, lama-kelamaan air di dalam panci akan berkurang bahkan habis.","saat merebus air terlalu lama, jumlah air di panci semakin sedikit sampai akhirnya tinggal uap saja. peristiwa ini menunjukkan bahwa benda dapat berubah wujud, bentuk, atau susunan sifatnya sesuai proses yang dialami.","benda dapat mengalami perubahan fisika atau perubahan kimia. ada perubahan yang hanya mengubah wujud atau bentuk, dan ada pula perubahan yang menghasilkan zat baru.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
