no,topik,subtopik,soal,jawaban,contoh,konteks,link_sumber
51,adaptasi makhluk hidup,penyesuaian tumbuhan untuk bertahan hidup,ceritakan bagaimana teratai bisa hidup di air.,teratai dapat hidup di air karena memiliki daun lebar dan tipis yang memudahkan penguapan. batangnya memiliki banyak rongga udara sehingga oksigen bisa tetap mengalir ke batang dan akar meskipun berada di dalam air.,"teratai di kolam tetap hidup dan tampak mengapung karena struktur batangnya berongga dan daunnya lebar. adaptasi seperti ini membuat tumbuhan lebih tahan terhadap panas, kekeringan, atau kondisi lingkungan lain yang kurang mendukung.","tumbuhan juga beradaptasi agar tetap hidup di lingkungan yang panas, kering, atau berair. adaptasi membantu tumbuhan menghemat air, menyimpan cadangan, dan mendapatkan cahaya matahari.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
52,adaptasi makhluk hidup,penyesuaian tumbuhan untuk bertahan hidup,kenapa pohon jati menggugurkan daunnya saat kemarau?,"pohon jati menggugurkan daun saat musim kemarau untuk mengurangi penguapan air. karena persediaan air berkurang, jati harus menghemat air agar tetap bertahan hidup sampai musim hujan datang.","saat musim kemarau, pohon jati terlihat meranggas dan daunnya gugur, tetapi ketika hujan turun tunas baru akan tumbuh lagi. adaptasi seperti ini membuat tumbuhan lebih tahan terhadap panas, kekeringan, atau kondisi lingkungan lain yang kurang mendukung.","tumbuhan juga beradaptasi agar tetap hidup di lingkungan yang panas, kering, atau berair. adaptasi membantu tumbuhan menghemat air, menyimpan cadangan, dan mendapatkan cahaya matahari.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
53,adaptasi makhluk hidup,penyesuaian tumbuhan untuk bertahan hidup,apa alasan pohon jati menggugurkan daunnya saat kemarau?,"pohon jati menggugurkan daun saat musim kemarau untuk mengurangi penguapan air. karena persediaan air berkurang, jati harus menghemat air agar tetap bertahan hidup sampai musim hujan datang.","saat musim kemarau, pohon jati terlihat meranggas dan daunnya gugur, tetapi ketika hujan turun tunas baru akan tumbuh lagi. adaptasi seperti ini membuat tumbuhan lebih tahan terhadap panas, kekeringan, atau kondisi lingkungan lain yang kurang mendukung.","tumbuhan juga beradaptasi agar tetap hidup di lingkungan yang panas, kering, atau berair. adaptasi membantu tumbuhan menghemat air, menyimpan cadangan, dan mendapatkan cahaya matahari.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
54,adaptasi makhluk hidup,penyesuaian tumbuhan untuk bertahan hidup,mengapa pohon jati menggugurkan daunnya saat kemarau?,"pohon jati menggugurkan daun saat musim kemarau untuk mengurangi penguapan air. karena persediaan air berkurang, jati harus menghemat air agar tetap bertahan hidup sampai musim hujan datang.","saat musim kemarau, pohon jati terlihat meranggas dan daunnya gugur, tetapi ketika hujan turun tunas baru akan tumbuh lagi. adaptasi seperti ini membuat tumbuhan lebih tahan terhadap panas, kekeringan, atau kondisi lingkungan lain yang kurang mendukung.","tumbuhan juga beradaptasi agar tetap hidup di lingkungan yang panas, kering, atau berair. adaptasi membantu tumbuhan menghemat air, menyimpan cadangan, dan mendapatkan cahaya matahari.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
55,adaptasi makhluk hidup,penyesuaian tumbuhan untuk melindungi diri,kenapa mawar dan durian punya duri?,"duri pada mawar dan durian berfungsi melindungi diri dari hewan pemangsa. duri membuat hewan sulit memakan bagian tumbuhan, sehingga tumbuhan lebih aman dan bijinya terlindungi.",orang biasanya berhati-hati saat menyentuh batang mawar karena durinya tajam dan bisa melukai tangan. perlindungan seperti ini membuat tumbuhan lebih aman dari hewan pemakan tumbuhan dan gangguan dari luar.,beberapa tumbuhan memiliki alat perlindungan seperti duri atau getah. perlindungan ini membuat tumbuhan lebih aman dari hewan pemakan tumbuhan dan gangguan dari luar.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
56,adaptasi makhluk hidup,penyesuaian tumbuhan untuk melindungi diri,apa alasan mawar dan durian punya duri?,"duri pada mawar dan durian berfungsi melindungi diri dari hewan pemangsa. duri membuat hewan sulit memakan bagian tumbuhan, sehingga tumbuhan lebih aman dan bijinya terlindungi.",orang biasanya berhati-hati saat menyentuh batang mawar karena durinya tajam dan bisa melukai tangan. perlindungan seperti ini membuat tumbuhan lebih aman dari hewan pemakan tumbuhan dan gangguan dari luar.,beberapa tumbuhan memiliki alat perlindungan seperti duri atau getah. perlindungan ini membuat tumbuhan lebih aman dari hewan pemakan tumbuhan dan gangguan dari luar.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
57,adaptasi makhluk hidup,penyesuaian tumbuhan untuk melindungi diri,mengapa mawar dan durian punya duri?,"duri pada mawar dan durian berfungsi melindungi diri dari hewan pemangsa. duri membuat hewan sulit memakan bagian tumbuhan, sehingga tumbuhan lebih aman dan bijinya terlindungi.",orang biasanya berhati-hati saat menyentuh batang mawar karena durinya tajam dan bisa melukai tangan. perlindungan seperti ini membuat tumbuhan lebih aman dari hewan pemakan tumbuhan dan gangguan dari luar.,beberapa tumbuhan memiliki alat perlindungan seperti duri atau getah. perlindungan ini membuat tumbuhan lebih aman dari hewan pemakan tumbuhan dan gangguan dari luar.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
58,adaptasi makhluk hidup,penyesuaian tumbuhan untuk melindungi diri,apa fungsi getah pada tumbuhan seperti mangga dan nangka muda?,"getah berfungsi melindungi tumbuhan dari musuh karena sifatnya lengket dan sulit dibersihkan. jika terkena tubuh hewan, getah bisa membuat hewan susah bergerak sehingga tidak jadi memakan tumbuhan itu.",getah pada buah muda nangka atau mangga membuat serangga atau hewan lain enggan memakannya karena lengket dan mengganggu gerak. perlindungan seperti ini membuat tumbuhan lebih aman dari hewan pemakan tumbuhan dan gangguan dari luar.,beberapa tumbuhan memiliki alat perlindungan seperti duri atau getah. perlindungan ini membuat tumbuhan lebih aman dari hewan pemakan tumbuhan dan gangguan dari luar.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
59,adaptasi makhluk hidup,penyesuaian tumbuhan untuk melindungi diri,untuk apa getah pada tumbuhan seperti mangga dan nangka muda?,"getah berfungsi melindungi tumbuhan dari musuh karena sifatnya lengket dan sulit dibersihkan. jika terkena tubuh hewan, getah bisa membuat hewan susah bergerak sehingga tidak jadi memakan tumbuhan itu.",getah pada buah muda nangka atau mangga membuat serangga atau hewan lain enggan memakannya karena lengket dan mengganggu gerak. perlindungan seperti ini membuat tumbuhan lebih aman dari hewan pemakan tumbuhan dan gangguan dari luar.,beberapa tumbuhan memiliki alat perlindungan seperti duri atau getah. perlindungan ini membuat tumbuhan lebih aman dari hewan pemakan tumbuhan dan gangguan dari luar.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
60,adaptasi makhluk hidup,penyesuaian tumbuhan untuk melindungi diri,apa kegunaan getah pada tumbuhan seperti mangga dan nangka muda?,"getah berfungsi melindungi tumbuhan dari musuh karena sifatnya lengket dan sulit dibersihkan. jika terkena tubuh hewan, getah bisa membuat hewan susah bergerak sehingga tidak jadi memakan tumbuhan itu.",getah pada buah muda nangka atau mangga membuat serangga atau hewan lain enggan memakannya karena lengket dan mengganggu gerak. perlindungan seperti ini membuat tumbuhan lebih aman dari hewan pemakan tumbuhan dan gangguan dari luar.,beberapa tumbuhan memiliki alat perlindungan seperti duri atau getah. perlindungan ini membuat tumbuhan lebih aman dari hewan pemakan tumbuhan dan gangguan dari luar.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
61,adaptasi makhluk hidup,adaptasi makhluk hidup,mengapa hewan perlu beradaptasi?,"hewan perlu beradaptasi agar dapat bertahan hidup, memperoleh makanan, dan melindungi diri dari bahaya.",unta bisa hidup di gurun karena tubuhnya memiliki penyesuaian khusus untuk lingkungan kering.,adaptasi membantu hewan menyesuaikan diri dengan kondisi tempat hidupnya.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
62,adaptasi makhluk hidup,adaptasi makhluk hidup,kenapa hewan perlu beradaptasi?,"hewan perlu beradaptasi agar dapat bertahan hidup, memperoleh makanan, dan melindungi diri dari bahaya.",unta bisa hidup di gurun karena tubuhnya memiliki penyesuaian khusus untuk lingkungan kering.,adaptasi membantu hewan menyesuaikan diri dengan kondisi tempat hidupnya.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
63,adaptasi makhluk hidup,adaptasi makhluk hidup,bagaimana hewan perlu beradaptasi?,"hewan perlu beradaptasi agar dapat bertahan hidup, memperoleh makanan, dan melindungi diri dari bahaya.",unta bisa hidup di gurun karena tubuhnya memiliki penyesuaian khusus untuk lingkungan kering.,adaptasi membantu hewan menyesuaikan diri dengan kondisi tempat hidupnya.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
64,adaptasi makhluk hidup,adaptasi makhluk hidup,apa fungsi punuk pada unta?,punuk pada unta berfungsi menyimpan cadangan lemak yang dapat digunakan saat makanan sulit ditemukan.,unta tetap kuat berjalan jauh di gurun meskipun jarang makan karena memiliki cadangan energi.,punuk adalah bentuk penyesuaian unta terhadap lingkungan yang kering dan panas.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
65,adaptasi makhluk hidup,adaptasi makhluk hidup,apa fungsi punuk pada unta?,punuk pada unta berfungsi menyimpan cadangan lemak yang dapat digunakan saat makanan sulit ditemukan.,unta tetap kuat berjalan jauh di gurun meskipun jarang makan karena memiliki cadangan energi.,punuk adalah bentuk penyesuaian unta terhadap lingkungan yang kering dan panas.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
66,adaptasi makhluk hidup,adaptasi makhluk hidup,apa fungsi punuk pada unta?,punuk pada unta berfungsi menyimpan cadangan lemak yang dapat digunakan saat makanan sulit ditemukan.,unta tetap kuat berjalan jauh di gurun meskipun jarang makan karena memiliki cadangan energi.,punuk adalah bentuk penyesuaian unta terhadap lingkungan yang kering dan panas.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
67,adaptasi makhluk hidup,adaptasi makhluk hidup,mengapa beruang kutub memiliki bulu tebal?,beruang kutub memiliki bulu tebal untuk melindungi tubuhnya dari suhu yang sangat dingin.,"meskipun berada di daerah bersalju, beruang kutub tetap dapat bergerak aktif karena tubuhnya hangat.",bulu tebal membantu beruang kutub bertahan hidup di daerah kutub.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
68,adaptasi makhluk hidup,adaptasi makhluk hidup,kenapa beruang kutub memiliki bulu tebal?,beruang kutub memiliki bulu tebal untuk melindungi tubuhnya dari suhu yang sangat dingin.,"meskipun berada di daerah bersalju, beruang kutub tetap dapat bergerak aktif karena tubuhnya hangat.",bulu tebal membantu beruang kutub bertahan hidup di daerah kutub.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
69,adaptasi makhluk hidup,adaptasi makhluk hidup,bagaimana beruang kutub memiliki bulu tebal?,beruang kutub memiliki bulu tebal untuk melindungi tubuhnya dari suhu yang sangat dingin.,"meskipun berada di daerah bersalju, beruang kutub tetap dapat bergerak aktif karena tubuhnya hangat.",bulu tebal membantu beruang kutub bertahan hidup di daerah kutub.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
70,adaptasi makhluk hidup,adaptasi makhluk hidup,apa fungsi cangkang pada kura-kura?,cangkang kura-kura berfungsi melindungi tubuhnya dari musuh dan bahaya.,"ketika ada ancaman, kura-kura bisa menarik tubuhnya ke dalam cangkang.",cangkang adalah bentuk perlindungan diri yang sangat efektif bagi kura-kura.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
71,adaptasi makhluk hidup,adaptasi makhluk hidup,apa fungsi cangkang pada kura-kura?,cangkang kura-kura berfungsi melindungi tubuhnya dari musuh dan bahaya.,"ketika ada ancaman, kura-kura bisa menarik tubuhnya ke dalam cangkang.",cangkang adalah bentuk perlindungan diri yang sangat efektif bagi kura-kura.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
72,adaptasi makhluk hidup,adaptasi makhluk hidup,apa fungsi cangkang pada kura-kura?,cangkang kura-kura berfungsi melindungi tubuhnya dari musuh dan bahaya.,"ketika ada ancaman, kura-kura bisa menarik tubuhnya ke dalam cangkang.",cangkang adalah bentuk perlindungan diri yang sangat efektif bagi kura-kura.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
73,adaptasi makhluk hidup,adaptasi makhluk hidup,mengapa kaktus memiliki daun berbentuk duri?,daun kaktus berbentuk duri untuk mengurangi penguapan air dan melindungi diri dari hewan pemakan tumbuhan.,kaktus tetap bisa hidup di gurun yang panas karena air disimpan di batangnya.,duri pada kaktus adalah adaptasi agar tumbuhan tetap bertahan di tempat kering.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
74,adaptasi makhluk hidup,adaptasi makhluk hidup,kenapa kaktus memiliki daun berbentuk duri?,daun kaktus berbentuk duri untuk mengurangi penguapan air dan melindungi diri dari hewan pemakan tumbuhan.,kaktus tetap bisa hidup di gurun yang panas karena air disimpan di batangnya.,duri pada kaktus adalah adaptasi agar tumbuhan tetap bertahan di tempat kering.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
75,adaptasi makhluk hidup,adaptasi makhluk hidup,bagaimana kaktus memiliki daun berbentuk duri?,daun kaktus berbentuk duri untuk mengurangi penguapan air dan melindungi diri dari hewan pemakan tumbuhan.,kaktus tetap bisa hidup di gurun yang panas karena air disimpan di batangnya.,duri pada kaktus adalah adaptasi agar tumbuhan tetap bertahan di tempat kering.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
76,adaptasi makhluk hidup,cara-cara hewan melindungi diri dari musuhnya,bagaimana cara cumi-cumi melarikan diri dari musuh,cumi-cumi menyemprotkan cairan tinta berwarna hitam atau biru untuk membutakan pandangan musuhnya,walang sangit akan mengeluarkan bau menyengat agar hewan lain tidak mau mendekat,strategi bertahan hidup agar tidak dimangsa,https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
77,adaptasi makhluk hidup,cara-cara hewan melindungi diri dari musuhnya,bagaimana bagaimana cara cumi-cumi melarikan diri dari musuh,cumi-cumi menyemprotkan cairan tinta berwarna hitam atau biru untuk membutakan pandangan musuhnya,"contoh lainnya, walang sangit akan mengeluarkan bau menyengat agar hewan lain tidak mau mendekat","dalam kehidupan sehari-hari, strategi bertahan hidup agar tidak dimangsa",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
78,adaptasi makhluk hidup,cara-cara hewan melindungi diri dari musuhnya,bagaimana cara cumi-cumi melarikan diri dari musuh,cumi-cumi menyemprotkan cairan tinta berwarna hitam atau biru untuk membutakan pandangan musuhnya,"dalam situasi berbeda, walang sangit akan mengeluarkan bau menyengat agar hewan lain tidak mau mendekat","untuk lebih memahami, strategi bertahan hidup agar tidak dimangsa",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
79,adaptasi makhluk hidup,penyesuaian diri hewan terhadap lingkungannya,mengapa bebek punya selaput di sela-sela jari kakinya,selaput itu berfungsi untuk membantu bebek berenang di air saat mencari makan,burung kolibri punya paruh panjang untuk mengisap madu di dalam bunga,bentuk tubuh hewan menyesuaikan dengan tempat tinggal dan makanannya,https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
80,adaptasi makhluk hidup,penyesuaian diri hewan terhadap lingkungannya,bagaimana mengapa bebek punya selaput di sela-sela jari kakinya,selaput itu berfungsi untuk membantu bebek berenang di air saat mencari makan,"contoh lainnya, burung kolibri punya paruh panjang untuk mengisap madu di dalam bunga","dalam kehidupan sehari-hari, bentuk tubuh hewan menyesuaikan dengan tempat tinggal dan makanannya",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
81,adaptasi makhluk hidup,penyesuaian diri hewan terhadap lingkungannya,mengapa bebek punya selaput di sela-sela jari kakinya,selaput itu berfungsi untuk membantu bebek berenang di air saat mencari makan,"dalam situasi berbeda, burung kolibri punya paruh panjang untuk mengisap madu di dalam bunga","untuk lebih memahami, bentuk tubuh hewan menyesuaikan dengan tempat tinggal dan makanannya",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
82,adaptasi makhluk hidup,cara tumbuhan melindungi diri,bagaimana cara pohon nangka melindungi buahnya,mengeluarkan getah yang lengket agar tidak diganggu musuh,mawar memiliki duri yang tajam agar batang dan bunganya tidak mudah dipetik,tumbuhan juga punya cara pertahanan diri meskipun tidak bisa bergerak,https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
83,adaptasi makhluk hidup,cara tumbuhan melindungi diri,bagaimana bagaimana cara pohon nangka melindungi buahnya,mengeluarkan getah yang lengket agar tidak diganggu musuh,"contoh lainnya, mawar memiliki duri yang tajam agar batang dan bunganya tidak mudah dipetik","dalam kehidupan sehari-hari, tumbuhan juga punya cara pertahanan diri meskipun tidak bisa bergerak",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
